Pv_tag,Tag,T1,T2,X,Y,Family,Species,DBH0,DBH1,F2,Plot,SpecimenID,*Accession Numbers,*Barcodes,CollectorString,CollectionNumber,*FullName,UpperName,LowerName,Locality,ElevationDisplay,*Coordinate Display,LatitudeDecimal,LongitudeDecimal,Date Display,*Institutions,DeterminationYear,DeterminationBy,Description,plot.genus,spec.genus
6039,66,4,2,98,69,Sapotaceae,Micropholis indet,297,297,1,TAM_07,408204,3302883,MO-1966617,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51196,Micropholis guyanensis (A. DC.) Pierre,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,NA,NA,"Tree #6039, 27 cm dbh; buds brownish.",Micropholis,Micropholis
6045,71,4,2,96,76,Moraceae,Ficus trigona,167,167,1,TAM_07,707068,3309091,MO-1407991,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51129,Ficus panurensis Standl.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,2003,"C.C. Berg (BG),","Tree #6045, 13 cm dbh.",Ficus,Ficus
6043,72,4,2,97,72,Myristicaceae,Iryanthera juruensis,276,276,1,TAM_07,761638,3309182,MO-1565123,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51134,Iryanthera laevis Markgr.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1987,"W.A. Rodrigues (QCNE),","Tree #6043, 21 cm dbh, sterile; fibrous reddish bark.",Iryanthera,Iryanthera
6104,74,4,2,97,65,Sapotaceae,Micropholis guyanensis,369,369,1,TAM_07,408172,3309098,MO-1966612,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51122,Micropholis guyanensis (A. DC.) Pierre,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,NA,A. G,"Tree #6104, 42 cm dbh.",Micropholis,Micropholis
6035,76,4,2,95,65,Fabaceae,Hymenaea parvifolia,466,466,1,TAM_07,102557,3309101,MO-1780766,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51119,Hymenaea parvifolia Huber,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1986,"A.H. Gentry,","Tree #6035, 39 cm dbh; old fallen fruis.",Hymenaea,Hymenaea
6097,77,4,2,84,63,Calophyllaceae,Calophyllum angulare,213,213,1,TAM_07,204812,3309171,MO-1583981,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51138,Calophyllum brasiliense Cambess.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.8166667,-69.7166667,490838400,MO,2011,D. Vela Diaz,"Tree #6097, 11 cm dbh, sterile.",Calophyllum,Calophyllum
6113,92,4,2,88,79,Sapindaceae,Talisia cupularis,324,324,1,TAM_07,167536,3309180,MO-1463791,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51136,Talisia retusa R.S. Cowan,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1999,"P. Acevedo-Rdgz. (US),","Tree #6113, 28 cm dbh, sterile.",Talisia,Talisia
6109,95,4,2,90,77,Sapotaceae,Micropholis venulosa,191,191,1,TAM_07,407331,3309096,MO-1965274,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51124,Micropholis venulosa (Mart. & Eichler) Pierre,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1989,"A. Gentry,","Tree #6109, 17 cm dbh, sterile.",Micropholis,Micropholis
6051,100,5,2,96,82,Linaceae,Hebepetalum humiriifolium,265,265,1,TAM_07,114550,3302853,MO-1062666,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51179,Hebepetalum humiriifolium (Planch.) Benth.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1993,"P.E. Berry & B.K. Holst (MO),","Tree #6051, 10 cm dbh.",Hebepetalum,Hebepetalum
6058,124,5,2,93,94,Metteniusaceae,Dendrobangia boliviana,299,299,1,TAM_07,166433,3309145,MO-1395705,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51086,Dendrobangia boliviana Rusby,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1986,"R.A. Howard (A),","Tree #6058, 24 cm dbh, sterile.",Dendrobangia,Dendrobangia
6060,126,5,2,93,94,Chrysobalanaceae,Licania heteromorpha,825,825,1,TAM_07,71205,3309176,MO-1510083,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51140,Licania heteromorpha Benth. var. heteromorpha,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1986,"G.T. Prance (NY),","Tree #6060, 86 cm dbh; young inflorescence green.",Licania,Licania
6064,131,5,2,97,99,Sabiaceae,Meliosma herbertii,392,392,1,TAM_07,173973,3302854,MO-1460152,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51178,Meliosma herbertii Rolfe,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.8166667,-69.7166667,490924800,MO,2011,Eliana Ramos,"Tree #6064, 39 cm dbh, sterile.",Meliosma,Meliosma
6124,135,5,2,87,100,Malvaceae,Matisia ochrocalyx,111,111,1,TAM_07,190282,3309146,MO-1442250,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51085,Matisia ochrocalyx K. Schum.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1987,"Al Gentry,","Tree #6124, 10 cm dbh, sterile.",Matisia,Matisia
6122,137,5,2,80,97,Phyllanthaceae,Hieronyma oblonga,256,256,1,TAM_07,144139,3302850 & 5941253,MO-1317232 & MO-1838024,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51182,Hieronyma oblonga (Tul.) Müll. Arg.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1986,"A.H. Gentry,","Tree #6122, 21 cm dbh.",Hieronyma,Hieronyma
6048,99,5,2,91.5,78,Myristicaceae,Iryanthera laevis,111,111,1,TAM_07,760452,3309183,MO-1529563,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51133,Iryanthera laevis Markgr.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1993,"R. Vasquez (AMAZ),","Tree #6048, 11cm dbh; white latex in petiole, tiny bit in trunk.",Iryanthera,Iryanthera
6184,111,7,4,79,84,Calophyllaceae,Calophyllum brasiliense,660,660,1,TAM_07,204786,3309172,MO-1583976,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51137,Calophyllum brasiliense Cambess.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.8166667,-69.7166667,490838400,MO,2011,D. Vela Diaz,"Tree #6184, 53 cm dbh, sterile; light yellow latex.",Calophyllum,Calophyllum
6224,155,7,4,64,68,Rubiaceae,Amaioua corymbosa,141,141,1,TAM_07,521854,3309167,MO-1561102,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51158,Amaioua glomerulata (Lam. ex Poir.) Delprete & C.H. Perss.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,NA,NA,"Tree #6224, 10 cm dbh, sterile.",Amaioua,Amaioua
6228,309,7,4,62,78,Myristicaceae,Iryanthera juruensis,118,118,1,TAM_07,761689,NA,NA,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51160,Iryanthera (A. DC.) Warb.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,NA,NA,"Tree #6228, 11 cm dbh, sterile, plated peeling bark, no evidende of cauliflory (=07?).",Iryanthera,Iryanthera
6163,176,8,4,66,52,Moraceae,Clarisia racemosa,386,386,1,TAM_07,707252,3302862,MO-1492465,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51170,Clarisia racemosa Ruiz & Pav.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1987,"C.C. Berg (ARBOHA),","Tree #6163, 16 cm dbh; reddish pustulose on bark.",Clarisia,Clarisia
6158,181,8,3,66,47,Moraceae,Pseudolmedia laevigata,252,252,1,TAM_07,707243,3309162,MO-1493783,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51169,Pseudolmedia laevigata Trécul,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1987,"C.C. Berg (ARBOHA),","Tree #6158, 24 cm dbh; tan latex.",Pseudolmedia,Pseudolmedia
6159,184,8,3,73,51,Phyllanthaceae,Hieronyma oblonga,270,270,1,TAM_07,144119,3302859 & 5941252,MO-1317035 & MO-1838025,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51173,Hieronyma oblonga (Tul.) Müll. Arg.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1986,"A.H. Gentry,","Tree #6159, 19 cm dbh.",Hieronyma,Hieronyma
6156,186,8,3,72,48,Lecythidaceae,Eschweilera coriacea,391,391,1,TAM_07,300251,3302839,MO-1632914,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51193,Eschweilera cf. coriacea (DC.) S.A. Mori,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1986,"S. Mori,","Tree #6156, 37 cm dbh.",Eschweilera,Eschweilera
6205,198,9,3,64,39.5,Myristicaceae,Iryanthera juruensis,194,194,1,TAM_07,762203,3302874,MO-1599559,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51203A,Iryanthera juruensis Warb.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1987,"W.A. Rodrigues (QCNE),","Tree #6205, 12 cm dbh; cauliflorus fruit green.",Iryanthera,Iryanthera
6145,206,9,3,77,30,Nyctaginaceae,Neea divaricata,346,346,1,TAM_07,738592,3302858,MO-2062248,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51174,Neea cf. oppositifolia Ruiz & Pav.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1991,"C. Reynel,","Tree #6145, 28 cm dbh.",Neea,Neea
6203,249,9,3,61,23,Moraceae,Helicostylis indet,391,391,1,TAM_07,707839,3311246,MO-1571111,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51267,Helicostylis tomentosa (Poepp. & Endl.) Rusby,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,1986,"A.H. Gentry,","Tree #6203, 33 cm dbh, sterile; cafe con leche latex.",Helicostylis,Helicostylis
6208,252,9,3,60,37,Annonaceae,Duguetia lucida,251,251,1,TAM_07,757547,3311242,MO-1977966,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51271,Duguetia lucida Urb.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,2008,"P.J.M. & H. Maas (WAG),","Tree #6208, 24 cm dbh, sterile.",Duguetia,Duguetia
304,286,14,NA,NA,NA,Chrysobalanaceae,Hirtella excelsa,170,170,1,TAM_08,71156,3471024,MO-1510116,Alwyn H. Gentry & Nestor Jaramillo,57677,Hirtella racemosa Lam. var. racemosa,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata. Swamp Trail Tree Plot,250 m,12°50'S 069°17'W,-12.83333,-69.28333,548985600,MO,1988,"G.T. Prance (NY),","Tree No. 304, 19.4 cm dbh, sterile.",Hirtella,Hirtella
62,205,1974,3-Jan,15,83,Lauraceae,Endlicheria krukovii,260,260,1,MNU_01,50059,3183042,MO-1921338,Alwyn H. Gentry,43338,Lauraceae Juss.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11<U+00B0>52'S 071<U+00B0>22'W,-11.86666,-71.36666,8/4/1983,MO,NA,NA,"Tree #62, 15.6 cm dbh, sterile, rank odor.",Endlicheria,Lauraceae
141,214,1974,4-Feb,33,116,Moraceae,Batocarpus amazonicus,359,359,1,MNU_01,708587,3183080,MO-1408546,Alwyn H. Gentry,43370,Moraceae Gaudich.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11<U+00B0>52'S 071<U+00B0>22'W,-11.86666,-71.36666,8/5/1983,MO,NA,NA,"Tree #141, 31.2 cm dbh, sterile, leafless.",Batocarpus,Moraceae
118,402,1974,4-Feb,33.5,97.5,Annonaceae,Malmea diclina,153,153,1,MNU_01,757186,3183068,MO-1977960,Alwyn H. Gentry,43382,Annonaceae Juss.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11<U+00B0>52'S 071<U+00B0>22'W,-11.86666,-71.36666,8/5/1983,MO,NA,NA,"Tree #118, 13.7 cm dbh, sterile.",Malmea,Annonaceae
299,172,1974,3-Apr,92.5,67.5,Annonaceae,Oxandra polyantha,152,152,1,MNU_01,757240,3184568,MO-1976578,Alwyn H. Gentry,43466,Klarobelia candida Chatrou,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11<U+00B0>52'S 071<U+00B0>22'W,-11.86666,-71.36666,8/8/1983,MO,1998,"L.W. Chatrou (U),","Tree #299, 10.3 cm dbh, sterile.",Oxandra,Klarobelia
360,462,1974,3-Mar,76,89.5,Sapotaceae,Pouteria caimito,143,143,1,MNU_01,407402,3184451,MO-2180251,Alwyn H. Gentry,43509,Sapotaceae Juss.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11<U+00B0>52'S 071<U+00B0>22'W,-11.86666,-71.36666,8/10/1983,MO,NA,NA,"Tree #360, 13.1 cm dbh, slight latex.",Pouteria,Sapotaceae
443,530,1974,5-Mar,71.5,122,Sapotaceae,Pouteria bilocularis,252,252,1,MNU_01,407435,3184477,MO-2180250,Alwyn H. Gentry,43538,Sapotaceae Juss.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11<U+00B0>52'S 071<U+00B0>22'W,-11.86666,-71.36666,8/11/1983,MO,NA,NA,"Tree #443, 21.5 cm dbh, latex in trunk.",Pouteria,Sapotaceae
570,195,1974,3-Apr,116.5,78.5,Annonaceae,Malmea diclina,259,259,1,MNU_01,757350,3188096,MO-1977945,Alwyn H. Gentry,43681,Annonaceae Juss.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11<U+00B0>52'S 071<U+00B0>22'W,-11.86666,-71.36666,8/19/1983,MO,NA,NA,"Tree #570, 15.3 cm dbh, sterile.",Malmea,Annonaceae
2366,479,NA,D,NA,NA,Sapotaceae,Pouteria indet,123,123,1,TAM_04,408288,3300645,MO-1981418,"Alwyn H. Gentry, Camilo D<ed>az S. & Nestor Jaramillo",51550,Sapotaceae Juss.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of R<ed>os La Torre and Tambopata. Swamp Tree Plot.,270 m,12<U+00B0>49'S 069<U+00B0>43'W,-12.81666,-69.71666,7/29/1985,MO,NA,NA,"Tree #2366, sterile; white latex.",Pouteria,Sapotaceae
2249,250,NA,C,NA,NA,Sapotaceae,Pouteria reticulata,342,342,1,TAM_04,409004,3470792,MO-1965903,Alwyn H. Gentry & Nestor Jaramillo,57636,Sapotaceae Juss.,Madre de Dios,Tambopata,"Tambopata Nature Reserve; junction of R<ed>o La Torre and R<ed>o Tambopata, Swamp Trail. Tree Plot.",250 m,12<U+00B0>50'S 069<U+00B0>17'W,-12.83333,-69.28333,5/25/1987,MO,NA,NA,"Tree No. 250, 28.4 cm dbh, sterile.",Pouteria,Sapotaceae
1249,285,11,NA,56.2,3.8,Moraceae,Brosimum lactescens,288,288,1,TAM_02,709061,3467895,MO-1414559,"Alwyn H. Gentry, Percy N<fa><f1>ez V. & Nestor Jaramillo",58117,Pseudolmedia rigida (Klotzsch & H. Karst.) Cuatrec.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of R<ed>os La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12<U+00B0>50'S 069<U+00B0>17'W,-12.83333,-69.28333,6/3/1987,MO,1987,"Al Gentry,","Tree No. 1249, 21.1 cm dbh, sterile.",Brosimum,Pseudolmedia
NA,2,new,3-Jan,5,63,Annonaceae,Malmea diclina,268,268,1,MNU_01,757105,3154800,MO-1977962,Alwyn H. Gentry,43297,Pseudomalmea diclina (R.E. Fr.) Chatrou,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428630400,MO,1998,"L.W. Chatrou (U),","Tree #2, 21.9 cm dbh, sterile.",Malmea,Pseudomalmea
NA,212,new,5-Jan,16.5,136,Sapotaceae,Pouteria procera,364,364,1,MNU_01,407367,3184596,MO-2180256,Alwyn H. Gentry,43438,Sapotaceae Juss.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429148800,MO,NA,NA,"Tree #212, 30.7 cm dbh, sterile, deeply ridged bark.",Pouteria,Sapotaceae
NA,18,13,NA,95,10.5,Annonaceae,Malmea diclina,183,183,1,MNU_05,757112,3154795,MO-2180243,Alwyn H. Gentry,43304,Annonaceae Juss.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428630400,MO,NA,NA,"Tree #18, 12 cm dbh, sterile.",Malmea,Annonaceae
NA,398,15,NA,84,62,Annonaceae,Malmea diclina,253,253,1,MNU_05,757290,3184482,MO-1977961,Alwyn H. Gentry,43533,Annonaceae Juss.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429408000,MO,NA,NA,"Tree #398, 10.8 cm dbh, 20 m tall.",Malmea,Annonaceae
NA,318,10,NA,7.5,24,Euphorbiaceae,Sapium marmieri,468,468,1,MNU_06,147854,3184603,MO-2228203,Alwyn H. Gentry,43430,Croton pachypodus G.L. Webster,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429148800,MO,2010,"R. Riina & P. Berry (MICH),","Tree #318, 16.2 cm dbh, sterile.",Sapium,Croton
377,377,15,C,57.55,86.8,Moraceae,Maquira calophylla,236,236,1,TAM_01,706684,3470911,MO-1514801,Alwyn H. Gentry & Nestor Jaramillo,57674,Helicostylis tomentosa (Poepp. & Endl.) Rusby,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata. Swamp Trail Tree Plot,250 m,12°50'S 069°17'W,-12.8333333,-69.2833333,548985600,"MO, USM",1987,"C.C. Berg (BG),","Tree No. 377, 22.5 cm dbh, sterile.",Maquira,Helicostylis
209,209,17,B,62.7,70.05,Fabaceae,Swartzia indet,611,611,1,TAM_01,102391,3466419,MO-1782705,Alwyn H. Gentry & Nestor Jaramillo,57712,"Tachigali amarumayu Huamantupa, H.C. Lima & D.B.O.S. Cardoso",Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata. Swamp Trail Tree Plot,250 m,12°50'S 069°17'W,-12.8333333,-69.2833333,548985600,MO,2018,"I. Huamantupa (CUZ),","Tree No. 209, 11.7 cm dbh, sterile.",Swartzia,Tachigali
242,242,20,B,72.5,6.6,Sapotaceae,Sarcaulus brasiliensis,104,104,1,TAM_01,408990,3470794,MO-1993955,Alwyn H. Gentry & Nestor Jaramillo,57618,Sapotaceae Juss.,Madre de Dios,Tambopata,"Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata, Swamp Trail. Tree Plot.",250 m,12°50'S 069°17'W,-12.83333,-69.28333,548899200,MO,NA,NA,"Tree No. 242, 10.7 cm dbh, sterile, white latex.",Sarcaulus,Sapotaceae
3316,261,13,M,44.25,46.8,Lauraceae,Ocotea bofo,103,103,1,TAM_05,52357,NA,NA,Alwyn H. Gentry & Nestor Jaramillo,57634,Lauraceae Juss.,Madre de Dios,Tambopata,"Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata, Swamp Trail. Tree Plot.",250 m,12°50'S 069°17'W,-12.83333,-69.28333,548899200,MO,NA,NA,"Tree No. 261, 10.8 cm dbh, sterile.",Ocotea,Lauraceae
NA,356,16,NA,24.8,87.8,Annonaceae,Guatteria citriodora,139,139,1,TAM_05,757140,3469048,MO-1986163,Alwyn H. Gentry & Nestor Jaramillo,57710,Annona ambotay Aubl.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata. Swamp Trail Tree Plot,250 m,12°50'S 069°17'W,-12.83333,-69.28333,548985600,MO,1987,"Al Gentry,","Tree No. 356, 11.5 cm dbh, sterile.",Guatteria,Annona
171,171,3,C,81,49.5,Moraceae,Batocarpus amazonicus,400,400,1,TAM_06,706676,3470912,MO-1414566,Alwyn H. Gentry & Nestor Jaramillo,57670,Brosimum lactescens (S. Moore) C.C. Berg,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata. Swamp Trail Tree Plot,250 m,12°50'S 069°17'W,-12.83333,-69.28333,548985600,MO,1987,"C.C. Berg (BG),","Tree No. 171, 22.6 cm dbh, sterile, cream latex.",Batocarpus,Brosimum
122,122,4,D,83.36,62.8,Sapotaceae,Pouteria indet,262,262,1,TAM_06,408975,3470819,MO-1993986,Alwyn H. Gentry & Nestor Jaramillo,57575,Sapotaceae Juss.,Madre de Dios,Tambopata,"Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata, Swamp Trail. Tree Plot",250 m,12°50'S 069°17'W,-12.83333,-69.28333,548812800,MO,NA,NA,"Tree No. 122, 11.5 cm dbh, sterile latex.",Pouteria,Sapotaceae
146,226,1974,4-Feb,39,111.5,Sapotaceae,Pouteria reticulata,222,222,1,MNU_01,409056,3183023,MO-1991202,Alwyn H. Gentry,43361,Sarcaulus brasiliensis (A. DC.) Eyma,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428889600,MO,1987,"R. Foster (F),","Tree #146, 19.7 cm dbh, white latex.",Pouteria,Sarcaulus
58,359,1974,4-Jan,11.5,93,Bignoniaceae,Tabebuia impetiginosa,291,291,1,MNU_01,486985,3211247 & 3183040,MO-095115 & MO-1999472,Alwyn H. Gentry,43340,Handroanthus impetiginosus (Mart. ex DC.) Mattos,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.8666667,-71.3666667,428803200,MO,2017,NA,"Tree #58, 20.9 cm dbh, sterile.",Tabebuia,Handroanthus
437,403,1974,4-Feb,59,114,Sapotaceae,Pouteria indet,712,712,1,MNU_01,407428,3184458,MO-2180254,Alwyn H. Gentry,43523,Chrysophyllum venezuelanense (Pierre) T.D. Penn.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429408000,MO,1991,"Al Gentry (MO),","Tree #437, 57 cm dbh, very fibrous bark, buds tan.",Pouteria,Chrysophyllum
408,481,1974,4-Mar,77,97.5,Sapotaceae,Pouteria durlandii,238,238,1,MNU_01,407415,3184461,MO-2180252,Alwyn H. Gentry,43518,Sapotaceae Juss.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429321600,MO,NA,NA,"Tree #408, 11.8 cm dbh, sterile.",Pouteria,Sapotaceae
444,515,1974,4-Mar,72,118,Moraceae,Perebea tessmannii,142,142,1,MNU_01,708656,3184479,MO-2180204,Alwyn H. Gentry,43536,Moraceae Gaudich.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429408000,MO,NA,NA,"Tree #444, 12.1 cm dbh, sterile.",Perebea,Moraceae
